buyer_state,buyer_county,drug_name,quantity,transaction_date,dosage_unit,dos_str
NY,OSWEGO,HYDROCODONE,12.0,03032011,1200.0,10.0
NY,OSWEGO,HYDROCODONE,9.0,03102011,900.0,10.0
NY,OSWEGO,HYDROCODONE,2.0,04282011,1000.0,10.0
NY,OSWEGO,HYDROCODONE,1.0,05052011,500.0,10.0
NY,OSWEGO,HYDROCODONE,6.0,07142011,600.0,7.5
NY,OSWEGO,HYDROCODONE,5.0,09152011,500.0,7.5
NY,OSWEGO,HYDROCODONE,3.0,10132011,1500.0,10.0
NY,OSWEGO,HYDROCODONE,5.0,11032011,500.0,7.5
NY,OSWEGO,HYDROCODONE,2.0,12082011,200.0,7.5
NY,OSWEGO,HYDROCODONE,4.0,12082011,2000.0,10.0
NY,OSWEGO,HYDROCODONE,2.0,03012012,1000.0,7.5
NY,OSWEGO,HYDROCODONE,8.0,04122012,800.0,7.5
NY,OSWEGO,HYDROCODONE,10.0,07052012,1000.0,7.5
NY,OSWEGO,HYDROCODONE,3.0,07052012,1500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,01282007,400.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,06172007,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,08052007,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,09022007,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,02182008,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,5.0,05042008,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,07132008,500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,09282008,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,02082009,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,04052009,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,05242009,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,05312009,400.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,8.0,05102009,800.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,06142009,1000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,7.0,07052009,700.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,08092009,600.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,11292009,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,11292009,600.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,11152009,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,05222010,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,08142010,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,5.0,12182010,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,12242010,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,5.0,12242010,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,5.0,01222011,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,03042011,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,10212011,1500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,10142011,1000.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,11112011,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,01202012,1000.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,02242012,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,06012012,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,07272012,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,09072012,600.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,09072012,100.0,2.5
NY,SAINT LAWRENCE,HYDROCODONE,6.0,11242012,600.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,12142012,2000.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,07102007,400.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,10132009,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,10202009,300.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,03302010,100.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,5.0,03152011,2500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,09182012,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,09182012,100.0,2.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,12112012,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,01212007,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,8.0,04072007,800.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,06032007,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,07012007,600.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,8.0,09022007,800.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,5.0,12162007,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,10262008,3000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,11232008,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,01042009,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,06062009,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,08222009,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,8.0,08012009,800.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,10032009,300.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,10312009,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,01232010,400.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,07102010,400.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,10162010,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,16.0,12182010,1600.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,03192011,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,06112011,1500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,5.0,09172011,2500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,10012011,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,12242011,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,12172011,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,02042012,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,07142012,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,07142012,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,07212012,400.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,13.0,08112012,1300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,08112012,1000.0,5.0
NY,CLINTON,HYDROCODONE,2.0,05252007,1000.0,5.0
NY,CLINTON,HYDROCODONE,2.0,08102007,200.0,10.0
NY,CLINTON,HYDROCODONE,2.0,12282007,1000.0,10.0
NY,CLINTON,HYDROCODONE,2.0,04112008,200.0,10.0
NY,CLINTON,HYDROCODONE,2.0,10032008,200.0,10.0
NY,CLINTON,HYDROCODONE,1.0,04242009,500.0,5.0
NY,CLINTON,HYDROCODONE,2.0,06262009,200.0,10.0
NY,CLINTON,HYDROCODONE,3.0,06052009,300.0,10.0
NY,CLINTON,HYDROCODONE,1.0,07032009,500.0,10.0
NY,CLINTON,HYDROCODONE,3.0,08072009,1500.0,10.0
NY,CLINTON,HYDROCODONE,2.0,09252009,1000.0,5.0
NY,CLINTON,HYDROCODONE,4.0,10022009,400.0,10.0
NY,CLINTON,HYDROCODONE,1.0,01292010,100.0,7.5
NY,CLINTON,HYDROCODONE,2.0,03052010,1000.0,10.0
NY,CLINTON,HYDROCODONE,5.0,12032010,500.0,10.0
NY,CLINTON,HYDROCODONE,1.0,02182011,100.0,10.0
NY,CLINTON,HYDROCODONE,1.0,07222011,500.0,5.0
NY,CLINTON,HYDROCODONE,1.0,01262012,500.0,10.0
NY,CLINTON,HYDROCODONE,1.0,01192012,500.0,10.0
NY,CLINTON,HYDROCODONE,2.0,07192012,1000.0,5.0
NY,CLINTON,HYDROCODONE,2.0,08022012,1000.0,10.0
NY,CLINTON,HYDROCODONE,1.0,09202012,500.0,10.0
NY,CLINTON,HYDROCODONE,1.0,11232012,500.0,10.0
NY,CLINTON,HYDROCODONE,2.0,12202012,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,4.0,10062007,400.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,10202007,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,01192008,200.0,10.0
NY,JEFFERSON,HYDROCODONE,5.0,03012008,500.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,06072008,300.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,07262008,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,08232008,100.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,10112008,200.0,10.0
NY,JEFFERSON,HYDROCODONE,3.0,01032009,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,08222009,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,01302010,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,06052010,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,06052010,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,11272010,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,01082011,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,01152011,100.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,02262011,500.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,05282011,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,05072011,100.0,2.5
NY,JEFFERSON,HYDROCODONE,1.0,02042012,100.0,2.5
NY,JEFFERSON,HYDROCODONE,3.0,02182012,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,06092012,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,09012012,500.0,7.5
NY,JEFFERSON,HYDROCODONE,4.0,01272007,400.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,02102007,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,06232007,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,06232007,500.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,06022007,100.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,09222007,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,10062007,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,6.0,10132007,600.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,11032007,500.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,11242007,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,02022008,100.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,03222008,500.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,04052008,100.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,09272008,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,12272008,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,01172009,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,02282009,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,04252009,100.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,05162009,100.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,08082009,200.0,10.0
NY,JEFFERSON,HYDROCODONE,3.0,09192009,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,11142009,100.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,04172010,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,3.0,06052010,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,09182010,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,11062010,100.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,01222011,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,01152011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,03122011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,04302011,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,05142011,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,09102011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,10082011,500.0,5.0
NY,JEFFERSON,HYDROCODONE,3.0,11122011,1500.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,06092012,1000.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,09012012,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,02222007,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,02222007,200.0,10.0
NY,JEFFERSON,HYDROCODONE,3.0,03012007,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,05032007,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,07052007,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,07312008,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,3.0,05282009,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,05142009,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,05142009,300.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,06182009,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,12242009,100.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,03252010,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,06242010,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,03302011,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,03302011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,04062011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,08242011,300.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,12032011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,4.0,04142012,400.0,7.5
NY,JEFFERSON,HYDROCODONE,3.0,04142012,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,3.0,05112012,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,03082007,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,04052007,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,07052007,500.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,10252007,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,11082007,500.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,01242008,200.0,7.5
NY,JEFFERSON,HYDROCODONE,4.0,01242008,400.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,01312008,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,05222008,200.0,10.0
NY,JEFFERSON,HYDROCODONE,3.0,07312008,300.0,10.0
NY,JEFFERSON,HYDROCODONE,4.0,11132008,2000.0,5.0
NY,JEFFERSON,HYDROCODONE,4.0,01152009,2000.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,04022009,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,07162009,100.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,03252010,100.0,7.5
NY,JEFFERSON,HYDROCODONE,5.0,03182010,2500.0,5.0
NY,JEFFERSON,HYDROCODONE,2.0,06032010,200.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,07152010,500.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,09232010,200.0,10.0
NY,JEFFERSON,HYDROCODONE,4.0,12022010,400.0,10.0
NY,JEFFERSON,HYDROCODONE,1.0,03232011,100.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,03232011,100.0,10.0
NY,JEFFERSON,HYDROCODONE,2.0,03302011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,10122011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,11102011,100.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,11172011,200.0,7.5
NY,JEFFERSON,HYDROCODONE,10.0,12222011,1000.0,7.5
NY,JEFFERSON,HYDROCODONE,1.0,12222011,500.0,10.0
NY,JEFFERSON,HYDROCODONE,3.0,01122012,1500.0,5.0
NY,JEFFERSON,HYDROCODONE,1.0,02022012,100.0,7.5
NY,JEFFERSON,HYDROCODONE,6.0,05242012,600.0,7.5
NY,JEFFERSON,HYDROCODONE,2.0,05102012,1000.0,5.0
NY,JEFFERSON,HYDROCODONE,10.0,07192012,1000.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,04142007,500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,06232007,100.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,11032007,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,12292007,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,11.0,12292007,1100.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,5.0,03082008,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,05172008,1000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,10112008,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,8.0,02072009,800.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,7.0,03212009,700.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,03072009,1000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,05232009,1000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,6.0,05232009,600.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,07112009,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,6.0,08222009,600.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,9.0,10032009,900.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,11212009,100.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,9.0,11212009,900.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,7.0,01092010,700.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,02132010,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,04022010,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,7.0,04302010,700.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,06042010,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,8.0,09032010,800.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,2.0,09172010,200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,4.0,10082010,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,11262010,400.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,11052010,100.0,2.5
NY,SAINT LAWRENCE,HYDROCODONE,1.0,11052010,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,12.0,11122010,1200.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,6.0,12172010,600.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,12242010,300.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,5.0,01282011,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,01072011,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,4.0,03112011,2000.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,1.0,04012011,500.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,7.0,06032011,700.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,08192011,1000.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,8.0,10212011,800.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,3.0,11252011,1500.0,5.0
NY,SAINT LAWRENCE,HYDROCODONE,5.0,11042011,500.0,7.5
NY,SAINT LAWRENCE,HYDROCODONE,2.0,01062012,1000.0,10.0
NY,SAINT LAWRENCE,HYDROCODONE,3.0,08312012,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,6.0,01072007,600.0,10.0
NY,FRANKLIN,HYDROCODONE,2.0,03042007,200.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,05062007,300.0,10.0
NY,FRANKLIN,HYDROCODONE,2.0,09162007,200.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,06202008,500.0,7.5
NY,FRANKLIN,HYDROCODONE,2.0,10102008,200.0,10.0
NY,FRANKLIN,HYDROCODONE,4.0,01092009,400.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,01022009,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,1.0,03132009,500.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,04242009,100.0,7.5
NY,FRANKLIN,HYDROCODONE,1.0,05082009,100.0,7.5
NY,FRANKLIN,HYDROCODONE,3.0,07252009,300.0,10.0
NY,FRANKLIN,HYDROCODONE,6.0,08152009,600.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,08202010,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,2.0,08272010,200.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,10292010,100.0,7.5
NY,FRANKLIN,HYDROCODONE,1.0,10292010,500.0,7.5
NY,FRANKLIN,HYDROCODONE,3.0,03182011,1500.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,03252011,300.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,07012011,100.0,7.5
NY,FRANKLIN,HYDROCODONE,1.0,07152011,500.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,09232011,500.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,11182011,100.0,7.5
NY,FRANKLIN,HYDROCODONE,3.0,12162011,300.0,7.5
NY,FRANKLIN,HYDROCODONE,3.0,02242012,1500.0,10.0
NY,FRANKLIN,HYDROCODONE,2.0,03302012,1000.0,10.0
NY,FRANKLIN,HYDROCODONE,2.0,01202007,200.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,03312007,100.0,10.0
NY,FRANKLIN,HYDROCODONE,2.0,08252007,200.0,7.5
NY,FRANKLIN,HYDROCODONE,2.0,08182007,1000.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,09222007,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,2.0,11172007,1000.0,5.0
NY,FRANKLIN,HYDROCODONE,2.0,11172007,1000.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,12082007,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,2.0,01192008,200.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,03292008,100.0,7.5
NY,FRANKLIN,HYDROCODONE,2.0,03012008,1000.0,5.0
NY,FRANKLIN,HYDROCODONE,1.0,05102008,500.0,5.0
NY,FRANKLIN,HYDROCODONE,2.0,06142008,1000.0,5.0
NY,FRANKLIN,HYDROCODONE,1.0,10042008,500.0,7.5
NY,FRANKLIN,HYDROCODONE,2.0,11152008,200.0,2.5
NY,FRANKLIN,HYDROCODONE,1.0,01242009,100.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,01242009,500.0,10.0
NY,FRANKLIN,HYDROCODONE,3.0,01172009,1500.0,10.0
NY,FRANKLIN,HYDROCODONE,4.0,01032009,400.0,10.0
NY,FRANKLIN,HYDROCODONE,1.0,07252009,500.0,7.5
NY,FRANKLIN,HYDROCODONE,1.0,08012009,100.0,2.5
NY,FRANKLIN,HYDROCODONE,1.0,08152009,500.0,7.5
NY,FRANKLIN,HYDROCODONE,2.0,06042010,1000.0,5.0
NY,FRANKLIN,HYDROCODONE,3.0,02252011,1500.0,5.0
NY,FRANKLIN,HYDROCODONE,3.0,03252011,1500.0,5.0
