state_abr,fips,county,square_km,lat,lng
TX,48311,McMullen,"2.996,06",28.384922,-98.578853
TX,48333,Mills,"1.941,89",31.494889,-98.594623
TX,48503,Young,"2.410,91",33.158787,-98.678267
TX,48299,Llano,"2.501,56",30.707585,-98.68469
TX,489,Archer,"2.396,82",33.616305,-98.687267
TX,48247,Jim Hogg,"2.942,68",27.041212,-98.700127
TX,48259,Kendall,"1.717,24",29.944524,-98.711094
TX,48427,Starr,"3.183,32",26.546335,-98.715803
TX,48485,Wichita,"1.639,76",33.991103,-98.716851
TX,48411,San Saba,"2.948,48",31.155138,-98.819292
TX,48133,Eastland,"2.413,65",32.324645,-98.83656
TX,48429,Stephens,"2.386,63",32.731531,-98.840081
TX,48171,Gillespie,"2.749,74",30.32639,-98.942106
TX,4849,Brown,"2.478,50",31.764103,-98.99847
TX,48283,La Salle,"3.870,05",28.351098,-99.096774
TX,48163,Frio,"2.937,94",28.869334,-99.108788
TX,48325,Medina,"3.456,43",29.353661,-99.111085
TX,48505,Zapata,"2.740,25",26.996981,-99.182603
TX,4823,Baylor,"2.333,75",33.618172,-99.197228
TX,48447,Throckmorton,"2.371,09",33.170712,-99.206137
TX,48319,Mason,"2.414,42",30.703232,-99.237608
TX,48487,Wilbarger,"2.532,73",34.08492,-99.24244
TX,4819,Bandera,"2.065,87",29.755748,-99.260682
TX,48479,Webb,"8.742,74",27.770584,-99.326641
TX,4883,Coleman,"3.318,90",31.914205,-99.346622
TX,48417,Shackelford,"2.371,26",32.743788,-99.347045
TX,48265,Kerr,"2.867,83",30.053928,-99.351968
TX,48307,McCulloch,"2.780,17",31.205477,-99.359856
TX,4859,Callahan,"2.334,26",32.29315,-99.372249
TX,48207,Haskell,"2.357,57",33.175965,-99.730773
TX,48197,Hardeman,"1.804,89",34.289904,-99.745697
TX,48267,Kimble,"3.240,54",30.479472,-99.746396
TX,48275,Knox,"2.215,68",33.616657,-99.747112
TX,48507,Zavala,"3.371,48",28.864652,-99.75983
TX,48463,Uvalde,"4.036,84",29.35034,-99.761074
TX,48127,Dimmit,"3.456,37",28.423587,-99.765871
TX,48155,Foard,"1.832,89",33.980404,-99.777427
TX,48385,Real,"1.813,25",29.82303,-99.805303
TX,48327,Menard,"2.336,86",30.883707,-99.854936
TX,4895,Concho,"2.573,65",31.318865,-99.863648
TX,48253,Jones,"2.427,17",32.743709,-99.87443
TX,48441,Taylor,"2.380,99",32.295684,-99.89322
TX,48399,Runnels,"2.737,86",31.833311,-99.967856
TX,4875,Childress,"1.848,52",34.529337,-100.208336
TX,48269,King,"2.365,55",33.614159,-100.250548
TX,48483,Wheeler,"2.371,09",35.392593,-100.253107
TX,48433,Stonewall,"2.383,42",33.17958,-100.253807
TX,4887,Collingsworth,"2.381,03",34.963358,-100.272135
TX,48295,Lipscomb,"2.414,63",36.2802,-100.272683
TX,48101,Cottle,"2.335,17",34.091906,-100.276442
TX,48211,Hemphill,"2.362,48",35.816237,-100.284807
TX,48137,Edwards,"5.490,43",29.985877,-100.307373
TX,48323,Maverick,"3.345,69",28.745217,-100.311368
TX,48151,Fisher,"2.335,53",32.740473,-100.40312
TX,48271,Kinney,"3.535,65",29.347087,-100.4177
TX,48353,Nolan,"2.367,11",32.312338,-100.418108
TX,48451,Tom Green,"3.989,99",31.401583,-100.461355
TX,48435,Sutton,"3.766,93",30.517865,-100.505395
TX,48413,Schleicher,"3.394,60",30.896233,-100.527216
TX,48191,Hall,"2.341,60",34.453189,-100.576343
TX,4881,Coke,"2.403,49",31.877105,-100.635236
TX,48263,Kent,"2.338,55",33.18478,-100.76972
TX,48125,Dickens,"2.344,51",33.614666,-100.786095
TX,48345,Motley,"2.563,60",34.058383,-100.793696
TX,48393,Roberts,"2.393,65",35.836216,-100.807555
TX,48179,Gray,"2.406,96",35.402542,-100.812374
TX,48129,Donley,"2.416,58",34.955036,-100.815846
TX,48357,Ochiltree,"2.377,97",36.278744,-100.815864
TX,48415,Scurry,"2.350,53",32.744462,-100.913399
TX,48335,Mitchell,"2.372,20",32.303781,-100.92458
TX,48235,Irion,"2.723,71",31.303424,-100.981304
TX,48431,Sterling,"2.391,90",31.835774,-101.054911
TX,48465,Val Verde,"8.372,58",29.884961,-101.146646
TX,4845,Briscoe,"2.335,06",34.525173,-101.205893
TX,48107,Crosby,"2.335,38",33.609144,-101.29871
TX,48169,Garza,"2.321,15",33.183792,-101.301134
TX,48153,Floyd,"2.570,62",34.073731,-101.303274
TX,4865,Carson,"2.393,42",35.405496,-101.355356
TX,4811,Armstrong,"2.366,80",34.964179,-101.356636
TX,48195,Hansford,"2.383,85",36.272847,-101.35693
TX,48233,Hutchinson,"2.317,92",35.837047,-101.362746
TX,48105,Crockett,"7.271,00",30.717532,-101.404211
TX,4833,Borden,"2.346,66",32.744062,-101.433033
TX,48227,Howard,"2.341,88",32.303583,-101.43853
TX,48383,Reagan,"3.045,81",31.372895,-101.513901
TX,48173,Glasscock,"2.333,80",31.868591,-101.528971
TX,48437,Swisher,"2.332,78",34.53046,-101.732852
TX,48305,Lynn,"2.314,10",33.178412,-101.818493
TX,48303,Lubbock,"2.332,80",33.611469,-101.819944
TX,48189,Hale,"2.602,36",34.068436,-101.822888
TX,48341,Moore,"2.355,91",35.835676,-101.890502
TX,48375,Potter,"2.387,94",35.398675,-101.893804
TX,48421,Sherman,"2.391,08",36.277628,-101.894716
TX,48381,Randall,"2.389,08",34.962529,-101.895547
TX,48115,Dawson,"2.336,50",32.741934,-101.947322
TX,48317,Martin,"2.371,63",32.30983,-101.961836
TX,48329,Midland,"2.336,30",31.870896,-102.024326
TX,48461,Upton,"3.215,48",31.353849,-102.042013
TX,48443,Terrell,"6.107,36",30.232332,-102.072539
TX,4869,Castro,"2.329,16",34.533621,-102.258786
TX,48445,Terry,"2.307,53",33.171229,-102.339284
TX,48219,Hockley,"2.353,17",33.605932,-102.343398
TX,48279,Lamb,"2.635,87",34.068862,-102.348018
TX,48103,Crane,"2.035,02",31.422797,-102.487774
TX,48135,Ector,"2.335,60",31.865301,-102.542507
TX,48111,Dallam,"3.898,61",36.28637,-102.59402
TX,48359,Oldham,"3.888,70",35.401921,-102.59762
TX,48117,Deaf Smith,"3.880,80",34.940766,-102.607564
TX,48205,Hartley,"3.789,67",35.840244,-102.610047
TX,48165,Gaines,"3.892,40",32.743942,-102.631562
TX,483,Andrews,"3.887,79",32.312258,-102.640206
TX,48371,Pecos,"12.340,84",30.770894,-102.71986
TX,48369,Parmer,"2.292,55",34.532163,-102.784853
TX,48501,Yoakum,"2.071,27",33.172397,-102.823771
TX,4817,Bailey,"2.143,17",34.067521,-102.830345
TX,4879,Cochran,"2.007,86",33.60844,-102.830449
TX,48495,Winkler,"2.178,87",31.831416,-103.055986
TX,48475,Ward,"2.164,82",31.513069,-103.105113
TX,4843,Brewster,"16.037,86",29.808997,-103.252458
TX,48301,Loving,"1.752,66",31.844936,-103.561229
TX,48389,Reeves,"6.842,99",31.308366,-103.712706
TX,48243,Jeff Davis,"5.865,38",30.617087,-104.18786
TX,48377,Presidio,"9.986,79",30.005891,-104.261619
TX,48109,Culberson,"9.875,66",31.445909,-104.526945
TX,48229,Hudspeth,"11.840,98",31.450868,-105.377549
TX,48141,El Paso,"2.628,73",31.766403,-106.241391
UT,499,Daggett,"1.866,63",40.890099,-109.505786
UT,4947,Uintah,"11.658,54",40.125887,-109.517748
UT,4919,Grand,"9.540,69",38.974326,-109.57345
UT,4937,San Juan,"20.546,77",37.623064,-109.78932
UT,4913,Duchesne,"8.432,80",40.289649,-110.42983
UT,497,Carbon,"3.845,05",39.67005,-110.590357
UT,4915,Emery,"11.581,93",39.009028,-110.721111
UT,4943,Summit,"4.874,28",40.87206,-110.968486
UT,4955,Wayne,"6.388,18",38.261229,-110.990323
UT,4951,Wasatch,"3.123,49",40.334884,-111.161568
UT,4933,Rich,"2.813,65",41.627598,-111.240227
UT,4917,Garfield,"13.489,30",37.831622,-111.450886
UT,4939,Sanpete,"4.150,55",39.380588,-111.570451
UT,4929,Morgan,"1.582,24",41.091027,-111.577885
UT,4949,Utah,"5.553,23",40.120409,-111.668667
UT,495,Cache,"3.038,12",41.734225,-111.744581
UT,4941,Sevier,"4.968,63",38.746825,-111.81193
UT,4925,Kane,"10.641,01",37.275118,-111.815413
UT,4957,Weber,"1.707,80",41.270355,-111.875879
UT,4935,Salt Lake,"2.091,07",40.667882,-111.924244
UT,4931,Piute,"1.983,20",38.335881,-112.129376
UT,4911,Davis,"1.641,96",41.037045,-112.202123
UT,4923,Juab,"8.822,53",39.710827,-112.794262
UT,493,Box Elder,"17.428,85",41.476021,-113.052922
UT,4945,Tooele,"18.870,86",40.467692,-113.124015
UT,491,Beaver,"6.713,09",38.357535,-113.238948
UT,4921,Iron,"8.549,76",37.882727,-113.290059
UT,4953,Washington,"6.293,55",37.262531,-113.4878
UT,4927,Millard,"17.684,16",39.09454,-113.525014
VA,511,Accomack,"3.392,98",37.765944,-75.757807
VA,51131,Northampton,"2.059,69",37.302629,-75.923868
VA,51810,Virginia Beach,"1.288,10",36.779322,-76.02402
VA,51710,Norfolk,"249,548",36.923015,-76.244641
VA,51115,Mathews,"652,579",37.425348,-76.268808
VA,51650,Hampton,"353,013",37.04803,-76.297149
VA,51550,Chesapeake,"908,722",36.679376,-76.301788
VA,51735,Poquoson,"203,122",37.12836,-76.303534
VA,51740,Portsmouth,"121,036",36.85943,-76.356269
VA,51133,Northumberland,"739,754",37.856974,-76.379687
VA,51199,York,"556,74",37.220914,-76.395533
VA,51103,Lancaster,"599,317",37.703831,-76.413199
VA,51700,Newport News,"309,444",37.075978,-76.521719
VA,5173,Gloucester,"745,866",37.403541,-76.523505
VA,51119,Middlesex,"545,871",37.606828,-76.527958
VA,51800,Suffolk,"1.111,34",36.697157,-76.634781
VA,51830,Williamsburg,"23,785",37.269293,-76.706717
VA,5193,Isle of Wight,"939,721",36.901418,-76.707569
VA,51159,Richmond,"560,363",37.942894,-76.730561
VA,5195,James City,"464,23",37.324427,-76.778319
VA,51193,Westmoreland,"655,18",38.109191,-76.80417
VA,51181,Surry,"803,693",37.119761,-76.880172
VA,5197,King and Queen,"845,077",37.720995,-76.89109
VA,51620,Franklin,"21,623",36.684014,-76.941396
VA,5157,Essex,"740,738",37.93948,-76.941871
VA,51127,New Kent,"578,789",37.498974,-76.993339
VA,5136,Charles City,"528,985",37.361048,-77.054171
VA,51510,Alexandria,"40,06",38.818343,-77.082026
VA,51101,King William,"739,79",37.70826,-77.091054
VA,5113,Arlington,"67,518",38.878337,-77.100703
VA,51175,Southampton,"1.560,03",36.720173,-77.103856
VA,5199,King George,"486,29",38.277179,-77.162702
VA,51610,Falls Church,"5,177",38.883787,-77.174639
VA,51149,Prince George,"729,964",37.187326,-77.220993
VA,51183,Sussex,"1.276,42",36.926645,-77.259732
VA,5159,Fairfax,"1.052,17",38.833743,-77.276117
VA,51670,Hopewell,"27,978",37.29101,-77.298944
VA,51600,Fairfax,"16,255",38.853183,-77.299025
VA,5187,Henrico,"634,307",37.437521,-77.300333
VA,5133,Caroline,"1.390,49",38.030319,-77.352348
VA,51730,Petersburg,"60,031",37.20473,-77.392368
VA,51570,Colonial Heights,"20,234",37.261685,-77.396804
VA,51685,Manassas Park,"6,565",38.768991,-77.448681
VA,51179,Stafford,"725,011",38.418933,-77.459043
VA,51760,Richmond,"161,775",37.531399,-77.476009
VA,51153,Prince William,"902,546",38.702332,-77.478887
VA,51683,Manassas,"25,739",38.747561,-77.484727
VA,51630,Fredericksburg,"27,222",38.299272,-77.486658
VA,5185,Hanover,"1.227,15",37.760166,-77.490992
VA,51595,Emporia,"18,047",36.696182,-77.535975
VA,5181,Greensville,"768,726",36.680225,-77.560261
VA,5141,Chesterfield,"1.131,71",37.378434,-77.585847
VA,5153,Dinwiddie,"1.313,62",37.073498,-77.635492
VA,51107,Loudoun,"1.349,74",39.08113,-77.638857
VA,51177,Spotsylvania,"1.072,92",38.182311,-77.65628
VA,5161,Fauquier,"1.686,67",38.744103,-77.821585
VA,5125,Brunswick,"1.474,70",36.764531,-77.860916
VA,51145,Powhatan,"679,475",37.549404,-77.912855
VA,5175,Goochland,"750,85",37.724166,-77.914273
VA,5147,Culpeper,"990,783",38.48593,-77.956476
VA,51109,Louisa,"1.323,15",37.971681,-77.959178
VA,517,Amelia,"928,567",37.336131,-77.973218
VA,5143,Clarke,"461,956",39.115931,-77.992004
VA,51137,Orange,"889,051",38.250439,-78.00998
VA,51135,Nottoway,"818,563",37.143696,-78.052162
VA,51157,Rappahannock,"691,594",38.684522,-78.168824
VA,51840,Winchester,"23,967",39.173869,-78.176356
VA,51187,Warren,"561,356",38.908187,-78.207131
VA,51111,Lunenburg,"1.119,85",36.945757,-78.242313
VA,5149,Cumberland,"776,351",37.520189,-78.252836
VA,5169,Frederick,"1.076,16",39.203637,-78.263916
VA,51113,Madison,"833,651",38.412059,-78.276961
VA,5165,Fluvanna,"751,481",37.830606,-78.284445
VA,51117,Mecklenburg,"1.759,19",36.687256,-78.368959
VA,51147,Prince Edward,"916,433",37.224881,-78.432957
VA,5179,Greene,"406,383",38.297981,-78.470163
VA,51540,Charlottesville,"26,57",38.037658,-78.485381
VA,51139,Page,"813,451",38.623751,-78.490471
VA,5129,Buckingham,"1.511,40",37.573928,-78.529169
VA,513,Albemarle,"1.880,64",38.024184,-78.553506
VA,51171,Shenandoah,"1.326,53",38.856204,-78.573987
VA,5137,Charlotte,"1.236,77",37.014091,-78.661424
VA,5111,Appomattox,"866,949",37.370725,-78.81094
VA,51660,Harrisonburg,"45,263",38.436013,-78.874197
VA,51165,Rockingham,"2.210,18",38.511257,-78.876307
VA,51125,Nelson,"1.228,45",37.790016,-78.879394
VA,51820,Waynesboro,"39,37",38.067157,-78.90142
VA,5183,Halifax,"2.148,74",36.766461,-78.939614
VA,51790,Staunton,"51,891",38.158056,-79.061501
VA,5131,Campbell,"1.313,97",37.210151,-79.095429
VA,5115,Augusta,"2.514,50",38.167807,-79.146682
VA,519,Amherst,"1.240,22",37.630362,-79.147848
VA,51680,Lynchburg,"128,585",37.399016,-79.195458
VA,51530,Buena Vista,"17,586",37.731663,-79.356375
VA,51143,Pittsylvania,"2.533,46",36.821721,-79.398502
VA,51590,Danville,"113,826",36.583334,-79.408071
VA,51678,Lexington,"6,535",37.782332,-79.44432
VA,51163,Rockbridge,"1.556,51",37.814517,-79.447754
VA,51515,Bedford,"17,875",37.338156,-79.520705
VA,5119,Bedford,"1.992,36",37.312408,-79.527947
VA,5191,Highland,"1.077,06",38.356672,-79.567958
VA,5117,Bath,"1.384,56",38.068988,-79.732898
VA,5123,Botetourt,"1.413,90",37.553193,-79.805318
VA,51690,Martinsville,"28,51",36.683527,-79.863648
VA,5167,Franklin,"1.842,90",36.99235,-79.883959
VA,51770,Roanoke,"111,118",37.27783,-79.958472
VA,5189,Henry,"995,54",36.620593,-79.980584
VA,51580,Covington,"14,685",37.778143,-79.986039
VA,515,Alleghany,"1.162,26",37.787905,-80.008669
VA,51775,Salem,"37,654",37.285333,-80.055241
VA,51161,Roanoke,"650,725",37.331077,-80.19011
VA,5145,Craig,"856,288",37.473129,-80.231734
VA,51141,Patrick,"1.258,38",36.667327,-80.286141
VA,5163,Floyd,"987,541",36.931438,-80.350309
VA,51121,Montgomery,"1.008,19",37.174885,-80.387314
VA,51750,Radford,"26,435",37.120036,-80.557048
VA,51155,Pulaski,"853,644",37.063385,-80.713444
VA,5171,Giles,"933,486",37.31193,-80.717178
VA,5135,Carroll,"1.237,09",36.732426,-80.728043
VA,51640,Galax,"21,444",36.66564,-80.914308
VA,51197,Wythe,"1.203,43",36.901471,-81.084209
VA,5121,Bland,"929,101",37.130612,-81.125853
VA,5177,Grayson,"1.155,02",36.656303,-81.225337
VA,51173,Smyth,"1.171,42",36.842318,-81.539786
VA,51185,Tazewell,"1.346,72",37.125395,-81.562924
VA,51191,Washington,"1.465,92",36.747813,-81.950291
VA,5127,Buchanan,"1.304,95",37.26812,-82.038151
VA,51167,Russell,"1.234,79",36.93342,-82.095934
VA,51520,Bristol,"34,067",36.616954,-82.157564
VA,5151,Dickenson,"864,182",37.137081,-82.349208
VA,51169,Scott,"1.395,07",36.712778,-82.613627
VA,51195,Wise,"1.049,54",36.974561,-82.62156
VA,51720,Norton,"19,465",36.931549,-82.625996
VA,51105,Lee,"1.132,89",36.702162,-83.130334
VT,509,Essex,"1.749,00",44.724021,-71.732736
VT,505,Caledonia,"1.703,01",44.468791,-72.112168
VT,5019,Orleans,"1.867,81",44.828442,-72.25163
VT,5017,Orange,"1.792,96",44.003392,-72.369687
VT,5027,Windsor,"2.529,86",43.588143,-72.591515
VT,5023,Washington,"1.801,14",44.274953,-72.609475
VT,5015,Lamoille,"1.200,94",44.603504,-72.638356
VT,5025,Windham,"2.066,99",42.999143,-72.716335
VT,5011,Franklin,"1.792,22",44.858964,-72.909402
VT,5021,Rutland,"2.446,97",43.580844,-73.038196
VT,507,Chittenden,"1.603,98",44.460676,-73.070525
VT,503,Bennington,"1.755,12",43.035325,-73.11146
VT,501,Addison,"2.092,08",44.031248,-73.141581
VT,5013,Grand Isle,"504,188",44.801788,-73.300758
WA,533,Asotin,"1.659,26",46.181861,-117.227781
WA,5351,Pend Oreille,"3.691,36",48.543877,-117.232183
WA,5363,Spokane,"4.612,00",47.620379,-117.404392
WA,5375,Whitman,"5.639,96",46.903322,-117.522962
WA,5323,Garfield,"1.860,16",46.429474,-117.536715
WA,5365,Stevens,"6.580,51",48.390648,-117.854897
WA,5313,Columbia,"2.262,31",46.292851,-117.911635
WA,5343,Lincoln,"6.058,90",47.582718,-118.417668
WA,5371,Walla Walla,"3.364,45",46.254606,-118.480374
WA,5319,Ferry,"5.846,44",48.437246,-118.517074
WA,531,Adams,"4.998,29",47.00484,-118.533308
WA,5321,Franklin,"3.277,40",46.53458,-118.906944
WA,5325,Grant,"7.229,48",47.213633,-119.467788
WA,535,Benton,"4.558,37",46.228072,-119.516864
WA,5347,Okanogan,"13.765,25",48.550971,-119.691035
WA,5317,Douglas,"4.788,00",47.735866,-119.69588
WA,537,Chelan,"7.754,12",47.859892,-120.618543
WA,5337,Kittitas,"6.042,27",47.124444,-120.676714
WA,5377,Yakima,"11.166,16",46.456558,-120.740145
WA,5339,Klickitat,"4.931,74",45.869509,-120.780117
WA,5361,Snohomish,"5.688,39",48.054913,-121.766412
WA,5357,Skagit,"4.973,13",48.493066,-121.816278
WA,5333,King,"5.974,76",47.493554,-121.832375
WA,5373,Whatcom,"6.483,96",48.842653,-121.836433
WA,5359,Skamania,"4.361,04",46.024782,-121.953227
WA,5353,Pierce,"4.678,66",47.040716,-122.144709
WA,5341,Lewis,"6.309,87",46.580071,-122.377444
WA,5311,Clark,"1.699,64",45.771674,-122.485903
WA,5335,Kitsap,"1.465,72",47.639687,-122.649636
WA,5315,Cowlitz,"3.020,47",46.185923,-122.658682
WA,5329,Island,"1.340,00",48.158436,-122.670503
WA,5367,Thurston,"2.003,36",46.932598,-122.829441
WA,5355,San Juan,"1.608,55",48.508862,-123.100616
WA,5345,Mason,"2.722,13",47.354126,-123.17385
WA,5369,Wahkiakum,"743,797",46.294638,-123.424458
WA,5331,Jefferson,"5.654,31",47.802641,-123.52181
WA,5349,Pacific,"3.168,55",46.556587,-123.782419
WA,5327,Grays Harbor,"5.761,18",47.142786,-123.827043
WA,539,Clallam,"6.916,92",48.113009,-123.930611
WI,5529,Door,"6.138,92",45.067808,-87.087936
WI,5561,Kewaunee,"2.808,32",44.500949,-87.161813
WI,5571,Manitowoc,"3.869,64",44.105108,-87.313828
WI,55101,Racine,"2.051,57",42.754075,-87.414676
WI,5559,Kenosha,"1.952,89",42.579703,-87.424898
WI,5579,Milwaukee,"3.080,89",43.017655,-87.481575
WI,5589,Ozaukee,"2.890,94",43.360715,-87.496553
WI,55117,Sheboygan,"3.292,45",43.746002,-87.730546
WI,5575,Marinette,"4.014,51",45.346899,-87.991198
WI,559,Brown,"1.594,68",44.473961,-87.995926
WI,5583,Oconto,"2.975,37",44.996575,-88.206516
WI,5515,Calumet,"1.028,42",44.07841,-88.212132
WI,55131,Washington,"1.128,52",43.391156,-88.232917
WI,55133,Waukesha,"1.503,74",43.019308,-88.306707
WI,5537,Florence,"1.288,58",45.849646,-88.400322
WI,5587,Outagamie,"1.669,48",44.418226,-88.464988
WI,5539,Fond du Lac,"1.983,52",43.754722,-88.493284
WI,55127,Walworth,"1.493,28",42.66811,-88.541731
WI,55139,Winnebago,"1.498,49",44.085707,-88.668149
WI,5578,Menominee,"945,24",44.991304,-88.669251
WI,5527,Dodge,"2.349,26",43.422706,-88.704379
WI,55115,Shawano,"2.355,52",44.789641,-88.755813
WI,5541,Forest,"2.709,97",45.666882,-88.773225
WI,5555,Jefferson,"1.509,28",43.013807,-88.773986
WI,55135,Waupaca,"1.981,87",44.478004,-88.967006
WI,5547,Green Lake,"984,967",43.76141,-88.987228
WI,5567,Langlade,"2.299,60",45.259204,-89.06819
WI,55105,Rock,"1.880,61",42.669931,-89.075119
WI,55137,Waushara,"1.650,88",44.112825,-89.239752
WI,5521,Columbia,"2.061,56",43.471882,-89.330472
WI,5577,Marquette,"1.202,53",43.826053,-89.409095
WI,5525,Dane,"3.207,04",43.067468,-89.417852
WI,5597,Portage,"2.130,67",44.476246,-89.49807
WI,55125,Vilas,"2.636,21",46.049848,-89.501254
WI,5585,Oneida,"3.201,20",45.713791,-89.536693
WI,5545,Green,"1.513,76",42.677728,-89.605639
WI,5569,Lincoln,"2.349,12",45.338319,-89.742082
WI,5573,Marathon,"4.082,63",44.898036,-89.757823
WI,551,Adams,"1.783,34",43.973763,-89.767223
WI,55111,Sauk,"2.197,91",43.427998,-89.943329
WI,55141,Wood,"2.096,44",44.461413,-90.038825
WI,5557,Juneau,"2.082,42",43.932836,-90.113984
WI,5565,Lafayette,"1.643,52",42.655578,-90.130292
WI,5549,Iowa,"1.988,94",43.001021,-90.133692
WI,5551,Iron,"2.380,62",46.32655,-90.261299
WI,5599,Price,"3.311,09",45.679072,-90.35965
WI,55103,Richland,"1.526,28",43.376199,-90.435693
WI,55119,Taylor,"2.549,64",45.211656,-90.504853
WI,5519,Clark,"3.156,64",44.733596,-90.610201
WI,5581,Monroe,"2.352,27",43.945175,-90.619969
WI,553,Ashland,"5.937,24",46.546291,-90.665154
WI,5543,Grant,"3.064,85",42.870062,-90.695368
WI,5553,Jackson,"2.590,70",44.324895,-90.806541
WI,55123,Vernon,"2.114,48",43.599858,-90.815226
WI,5523,Crawford,"1.551,95",43.24991,-90.95123
WI,5563,La Crosse,"1.243,00",43.908222,-91.111758
WI,55107,Rusk,"2.410,98",45.472734,-91.136745
WI,55113,Sawyer,"3.497,17",45.864913,-91.14713
WI,557,Bayfield,"5.287,91",46.634199,-91.177282
WI,5517,Chippewa,"2.696,91",45.069092,-91.283505
WI,5535,Eau Claire,"1.671,18",44.726355,-91.286414
WI,55121,Trempealeau,"1.921,74",44.30305,-91.358867
WI,5511,Buffalo,"1.837,84",44.389759,-91.758714
WI,55129,Washburn,"2.210,08",45.892463,-91.796423
WI,5591,Pepin,"644,117",44.627436,-91.83489
WI,555,Barron,"2.304,48",45.437192,-91.852892
WI,5531,Douglas,"3.832,35",46.463316,-91.89258
WI,5533,Dunn,"2.237,40",44.947741,-91.89772
WI,5513,Burnett,"2.279,79",45.865255,-92.367978
WI,5593,Pierce,"1.532,95",44.725337,-92.426279
WI,55109,St. Croix,"1.905,41",45.028959,-92.447284
WI,5595,Polk,"2.477,08",45.46803,-92.453154
WV,5437,Jefferson,"548,226",39.307399,-77.86322
WV,543,Berkeley,"832,829",39.457854,-78.032338
WV,5465,Morgan,"594,697",39.554835,-78.257314
WV,5427,Hampshire,"1.669,58",39.31214,-78.611989
WV,5431,Hardy,"1.513,81",39.010818,-78.843641
WV,5457,Mineral,"852,67",39.405626,-78.956581
WV,5423,Grant,"1.243,94",39.105988,-79.195064
WV,5471,Pendleton,"1.808,20",38.686836,-79.333707
WV,5493,Tucker,"1.090,53",39.111175,-79.559968
WV,5477,Preston,"1.687,09",39.46903,-79.668865
WV,5483,Randolph,"2.693,45",38.781087,-79.867783
WV,541,Barbour,"887,978",39.139754,-79.996914
WV,5475,Pocahontas,"2.439,30",38.332513,-80.012092
WV,5491,Taylor,"455,008",39.329072,-80.045629
WV,5461,Monongalia,"947,625",39.633645,-80.059074
WV,5497,Upshur,"918,81",38.902537,-80.231335
WV,5449,Marion,"806,829",39.505839,-80.243402
WV,5433,Harrison,"1.078,78",39.279199,-80.386487
WV,54101,Webster,"1.440,63",38.492985,-80.430262
WV,5425,Greenbrier,"2.653,47",37.924418,-80.45059
WV,5441,Lewis,"1.009,18",38.988844,-80.495518
WV,5463,Monroe,"1.226,72",37.550353,-80.547891
WV,5429,Hancock,"227,837",40.516931,-80.570057
WV,549,Brooke,"239,759",40.272645,-80.578691
WV,5469,Ohio,"282,371",40.098932,-80.620728
WV,54103,Wetzel,"935,839",39.596574,-80.634394
WV,5451,Marshall,"808,475",39.854717,-80.671378
WV,5417,Doddridge,"830,029",39.263482,-80.701147
WV,547,Braxton,"1.337,14",38.699302,-80.731649
WV,5467,Nicholas,"1.694,91",38.291416,-80.797516
WV,5421,Gilmer,"880,8",38.915865,-80.849409
WV,5489,Summers,"952,408",37.656003,-80.856315
WV,5495,Tyler,"675,2",39.465981,-80.879493
WV,5485,Ritchie,"1.175,07",39.177112,-81.066317
WV,5415,Clay,"890,48",38.459826,-81.081866
WV,5419,Fayette,"1.731,01",38.030933,-81.086051
WV,5455,Mercer,"1.089,67",37.403448,-81.106456
WV,5413,Calhoun,"726,957",38.844159,-81.115478
WV,5473,Pleasants,"348,476",39.368133,-81.161172
WV,5481,Raleigh,"1.578,20",37.76247,-81.264671
WV,5487,Roane,"1.252,83",38.743033,-81.354502
WV,54105,Wirt,"608,041",39.020034,-81.382975
WV,54107,Wood,"975,821",39.211679,-81.515928
WV,5439,Kanawha,"2.359,27",38.328061,-81.523522
WV,54109,Wyoming,"1.299,70",37.603717,-81.548884
WV,5447,McDowell,"1.385,38",37.382663,-81.658205
WV,5435,Jackson,"1.221,51",38.834234,-81.677717
WV,545,Boone,"1.303,27",38.022838,-81.713314
WV,5479,Putnam,"907,529",38.510513,-81.906109
WV,5445,Logan,"1.180,04",37.830591,-81.940853
WV,5453,Mason,"1.151,81",38.759288,-82.024172
WV,5443,Lincoln,"1.135,95",38.171651,-82.077547
WV,5459,Mingo,"1.098,07",37.721151,-82.158993
WV,5411,Cabell,"745,96",38.41958,-82.243392
WV,5499,Wayne,"1.326,37",38.145531,-82.419698
WY,5615,Goshen,"5.781,32",42.08958,-104.353482
WY,5627,Niobrara,"6.806,37",43.062159,-104.468373
WY,5611,Crook,"7.421,08",44.589266,-104.567298
WY,5645,Weston,"6.216,02",43.846213,-104.57002
WY,5621,Laramie,"6.960,75",41.29283,-104.660395
WY,5631,Platte,"5.467,11",42.130319,-104.960809
WY,569,Converse,"11.046,48",42.972839,-105.507367
WY,565,Campbell,"12.449,32",44.241321,-105.552029
WY,561,Albany,"11.159,71",41.665514,-105.721883
WY,5619,Johnson,"10.812,15",44.044048,-106.588541
WY,5625,Natrona,"13.922,91",42.973641,-106.764877
WY,5633,Sheridan,"6.545,10",44.781369,-106.881211
WY,567,Carbon,"20.626,63",41.70359,-106.933153
WY,5643,Washakie,"5.808,58",43.878831,-107.669052
WY,563,Big Horn,"8.181,48",44.525654,-107.993321
WY,5617,Hot Springs,"5.196,58",43.720871,-108.435652
WY,5613,Fremont,"23.998,10",43.055303,-108.605531
WY,5637,Sweetwater,"27.171,78",41.660339,-108.875676
WY,5629,Park,"18.045,52",44.492387,-109.593598
