state_abr,fips,county,square_km,lat,lng
KS,20109,Logan,"2.779,32",38.91327,-101.157407
KS,2067,Grant,"1.489,62",37.547537,-101.299362
KS,2093,Kearny,"2.255,83",37.994461,-101.308136
KS,20189,Stevens,"1.884,14",37.202356,-101.315796
KS,20203,Wichita,"1.861,14",38.481922,-101.347434
KS,20181,Sherman,"2.735,75",39.351352,-101.719859
KS,2023,Cheyenne,"2.644,23",39.789256,-101.727302
KS,20199,Wallace,"2.366,49",38.926626,-101.771103
KS,20187,Stanton,"1.762,27",37.565932,-101.789383
KS,2075,Hamilton,"2.583,85",37.995244,-101.793689
KS,2071,Greeley,"2.016,18",38.480408,-101.805984
KS,20129,Morton,"1.890,50",37.18525,-101.809516
KY,21195,Pike,"2.042,64",37.482067,-82.402869
KY,21159,Martin,"597,248",37.796774,-82.506623
KY,2119,Boyd,"419,635",38.360004,-82.681406
KY,21127,Lawrence,"1.087,97",38.074459,-82.738305
KY,2171,Floyd,"1.024,87",37.558283,-82.740337
KY,21115,Johnson,"684,107",37.84926,-82.830639
KY,21133,Letcher,"878,091",37.118503,-82.861175
KY,2189,Greenup,"918,02",38.563596,-82.933833
KY,21119,Knott,"913,881",37.354703,-82.949138
KY,2143,Carter,"1.067,39",38.309555,-83.048821
KY,21153,Magoffin,"800,714",37.698954,-83.069716
KY,2163,Elliott,"609,484",38.116425,-83.097541
KY,21193,Perry,"887,354",37.241282,-83.217772
KY,2195,Harlan,"1.212,50",36.859223,-83.221497
KY,21175,Morgan,"994,006",37.92294,-83.258944
KY,2125,Breathitt,"1.282,74",37.521178,-83.322401
KY,21135,Lewis,"1.283,03",38.532051,-83.373303
KY,21131,Leslie,"1.047,51",37.087846,-83.388616
KY,21205,Rowan,"741,426",38.205894,-83.425969
KY,21237,Wolfe,"576,925",37.743774,-83.495068
KY,21165,Menifee,"533,367",37.950715,-83.597345
KY,2113,Bell,"935,288",36.72268,-83.681046
KY,21189,Owsley,"513,569",37.423452,-83.691566
KY,2169,Fleming,"909,905",38.368431,-83.706152
KY,2151,Clay,"1.220,11",37.164466,-83.710763
KY,21129,Lee,"547,153",37.605383,-83.718497
KY,2111,Bath,"735,568",38.152249,-83.737641
KY,21197,Powell,"466,513",37.810379,-83.826985
KY,21161,Mason,"638,206",38.594068,-83.828052
KY,21121,Knox,"1.004,26",36.887476,-83.85563
KY,21173,Montgomery,"515,037",38.038138,-83.912338
KY,2165,Estill,"662,027",37.69246,-83.963927
KY,21109,Jackson,"897,463",37.40332,-84.020686
KY,21181,Nicholas,"509,796",38.337132,-84.025554
KY,21201,Robertson,"259,253",38.513826,-84.063757
KY,2123,Bracken,"541,17",38.678523,-84.100355
KY,21125,Laurel,"1.149,16",37.113268,-84.119395
KY,21235,Whitley,"1.152,85",36.758021,-84.14455
KY,2149,Clark,"660,851",37.970133,-84.144974
KY,2117,Bourbon,"755,22",38.202562,-84.20986
KY,21151,Madison,"1.148,03",37.723528,-84.277008
KY,21203,Rockcastle,"823,865",37.36122,-84.314419
KY,2197,Harrison,"802,538",38.443489,-84.332796
KY,21191,Pendleton,"730,164",38.690765,-84.354041
KY,2137,Campbell,"412,897",38.946981,-84.379583
KY,2167,Fayette,"739,571",38.040157,-84.458443
KY,21147,McCreary,"1.116,15",36.731136,-84.491052
KY,21117,Kenton,"425,656",38.930477,-84.533492
KY,2179,Garrard,"605,916",37.630162,-84.545856
KY,21209,Scott,"739,268",38.289882,-84.579376
KY,21199,Pulaski,"1.753,82",37.108312,-84.579986
KY,21113,Jessamine,"451,954",37.873291,-84.58396
KY,2181,Grant,"675,38",38.64921,-84.625946
KY,21137,Lincoln,"871,727",37.457257,-84.658074
KY,2115,Boone,"664,239",38.974595,-84.731444
KY,21239,Woodford,"497,371",38.042789,-84.748147
KY,21231,Wayne,"1.253,97",36.802011,-84.83044
KY,21187,Owen,"917,495",38.499603,-84.841509
KY,2177,Gallatin,"271,218",38.760184,-84.862114
KY,2173,Franklin,"549,099",38.234919,-84.868786
KY,2121,Boyle,"473,093",37.6182,-84.873016
KY,21167,Mercer,"656,074",37.812085,-84.879695
KY,2145,Casey,"1.154,45",37.321962,-84.92822
KY,215,Anderson,"529,057",38.005396,-84.986417
KY,21207,Russell,"732,644",36.989127,-85.058976
KY,21103,Henry,"754,003",38.451561,-85.120079
KY,2141,Carroll,"355,644",38.668284,-85.124083
KY,2153,Clinton,"532,028",36.729124,-85.153499
KY,21229,Washington,"780,108",37.754209,-85.175416
KY,21211,Shelby,"998,885",38.239426,-85.22836
KY,21155,Marion,"898,359",37.552247,-85.269242
KY,211,Adair,"1.068,11",37.105541,-85.281401
KY,21215,Spencer,"496,391",38.026976,-85.321525
KY,21217,Taylor,"716,954",37.365106,-85.326698
KY,21223,Trimble,"404,6",38.618193,-85.355171
KY,2157,Cumberland,"805,247",36.784227,-85.393499
KY,21185,Oldham,"508,763",38.400046,-85.456059
KY,21179,Nelson,"1.098,35",37.803188,-85.465955
KY,2187,Green,"747,961",37.269637,-85.561403
KY,21169,Metcalfe,"754,178",36.990394,-85.629554
KY,21111,Jefferson,"1.029,99",38.189533,-85.657624
KY,21123,Larue,"682,794",37.545518,-85.697209
KY,2129,Bullitt,"777,682",37.969572,-85.703036
KY,21171,Monroe,"860,023",36.714077,-85.713508
KY,2199,Hart,"1.082,23",37.313856,-85.881995
KY,219,Barren,"1.294,99",36.963614,-85.92499
KY,2193,Hardin,"1.632,05",37.695836,-85.963183
KY,213,Allen,"911,323",36.75077,-86.192458
KY,21163,Meade,"840,458",37.967476,-86.200863
KY,2161,Edmonson,"797,726",37.227856,-86.217778
KY,2185,Grayson,"1.323,56",37.458577,-86.344011
KY,21227,Warren,"1.418,19",36.995634,-86.423579
KY,2127,Breckinridge,"1.516,75",37.778109,-86.432829
KY,21213,Simpson,"612,443",36.740863,-86.581464
KY,2131,Butler,"1.117,51",37.207013,-86.682471
KY,2191,Hancock,"515,114",37.843389,-86.792773
KY,21183,Ohio,"1.544,22",37.477859,-86.844871
KY,21141,Logan,"1.442,70",36.859829,-86.881436
KY,2159,Daviess,"1.234,32",37.731671,-87.087139
KY,21177,Muhlenberg,"1.241,64",37.213816,-87.134092
KY,21219,Todd,"976,572",36.840338,-87.183642
KY,21149,McLean,"663,641",37.530575,-87.262931
KY,2147,Christian,"1.875,26",36.893388,-87.493554
KY,21107,Hopkins,"1.435,93",37.31107,-87.542196
KY,21101,Henderson,"1.207,66",37.792542,-87.572577
KY,21233,Webster,"869,343",37.520021,-87.685095
KY,21221,Trigg,"1.246,64",36.807681,-87.858652
KY,2133,Caldwell,"901,707",37.148643,-87.87051
KY,21225,Union,"941,142",37.658029,-87.95165
KY,21143,Lyon,"664,406",37.023976,-88.083391
KY,2155,Crittenden,"961,25",37.358149,-88.10501
KY,2135,Calloway,"1.063,70",36.620978,-88.274086
KY,21157,Marshall,"881,038",36.882017,-88.332752
KY,21139,Livingston,"886,64",37.209517,-88.363426
KY,2183,Graves,"1.442,07",36.723344,-88.649897
KY,21145,McCracken,"694,558",37.053688,-88.712378
KY,21105,Hickman,"655,37",36.675916,-88.97202
KY,2139,Carlisle,"515,355",36.857726,-88.975757
KY,217,Ballard,"708,853",37.05112,-89.009178
KY,2175,Fulton,"597,299",36.55262,-89.187723
LA,2287,St. Bernard,"5.589,38",29.91811,-89.263494
LA,2275,Plaquemines,"6.649,01",29.402337,-89.298489
LA,2271,Orleans,"907,044",30.068636,-89.939007
LA,22103,St. Tammany,"2.911,64",30.410022,-89.951962
LA,2251,Jefferson,"1.723,44",29.5033,-90.036231
LA,22117,Washington,"1.750,53",30.852144,-90.046253
LA,2289,St. Charles,"1.063,52",29.913833,-90.359314
LA,2257,Lafourche,"3.818,44",29.491993,-90.394849
LA,22105,Tangipahoa,"2.132,26",30.621581,-90.406633
LA,2295,St. John the Baptist,"900,376",30.117471,-90.504677
LA,2291,St. Helena,"1.060,57",30.821423,-90.70935
LA,2263,Livingston,"1.820,36",30.440419,-90.727474
LA,2293,St. James,"668,11",30.02482,-90.793956
LA,22109,Terrebonne,"5.392,54",29.333266,-90.844191
LA,225,Ascension,"784,212",30.202946,-90.910023
LA,2237,East Feliciana,"1.180,46",30.839784,-91.043434
LA,227,Assumption,"944,13",29.899884,-91.050528
LA,2233,East Baton Rouge,"1.217,90",30.544002,-91.093174
LA,2235,East Carroll,"1.145,89",32.73017,-91.234141
LA,2265,Madison,"1.685,82",32.365824,-91.240729
LA,22121,West Baton Rouge,"527,901",30.464052,-91.309808
LA,22107,Tensas,"1.660,68",32.001489,-91.342576
LA,2247,Iberville,"1.690,90",30.288394,-91.36315
LA,22125,West Feliciana,"1.103,34",30.872701,-91.421008
LA,22123,West Carroll,"933,865",32.79248,-91.451998
LA,22101,St. Mary,"2.899,29",29.629349,-91.463804
LA,2277,Pointe Coupee,"1.529,94",30.708319,-91.604621
LA,2299,St. Martin,"2.114,70",30.121433,-91.611481
LA,2229,Concordia,"1.935,50",31.469806,-91.626314
LA,2241,Franklin,"1.645,78",32.138279,-91.672101
LA,2283,Richland,"1.462,09",32.418121,-91.758375
LA,2267,Morehouse,"2.087,75",32.820008,-91.800399
LA,2245,Iberia,"2.669,06",29.606013,-91.842706
LA,2225,Catahoula,"1.915,09",31.666517,-91.846703
LA,2297,St. Landry,"2.431,95",30.583441,-91.989275
LA,229,Avoyelles,"2.242,27",31.085094,-91.993798
LA,2255,Lafayette,"697,247",30.206507,-92.06417
LA,2221,Caldwell,"1.400,48",32.101244,-92.11418
LA,2273,Ouachita,"1.636,23",32.477495,-92.154798
LA,2259,La Salle,"1.715,59",31.680836,-92.161809
LA,22113,Vermilion,"3.993,94",29.786872,-92.29009
LA,22111,Union,"2.344,98",32.829349,-92.37565
LA,2239,Evangeline,"1.760,22",30.720693,-92.404086
LA,221,Acadia,"1.702,80",30.291497,-92.411037
LA,2279,Rapides,"3.526,68",31.193204,-92.535953
LA,2249,Jackson,"1.502,91",32.30448,-92.556672
LA,2243,Grant,"1.721,44",31.597787,-92.561716
LA,22127,Winn,"2.478,16",31.941187,-92.641269
LA,2261,Lincoln,"1.223,70",32.601148,-92.662082
LA,2253,Jefferson Davis,"1.705,65",30.269529,-92.816221
LA,223,Allen,"1.983,81",30.652744,-92.819605
LA,2227,Claiborne,"1.987,60",32.827585,-92.991125
LA,2213,Bienville,"2.129,15",32.344268,-93.061513
LA,2269,Natchitoches,"3.364,38",31.734982,-93.086106
LA,2223,Cameron,"5.015,95",29.871989,-93.165437
LA,22115,Vernon,"3.474,43",31.110563,-93.18152
LA,22119,Webster,"1.592,43",32.732152,-93.339825
LA,2211,Beauregard,"3.019,50",30.645018,-93.340253
LA,2281,Red River,"1.042,07",32.101213,-93.34905
LA,2219,Calcasieu,"2.834,16",30.229559,-93.358015
LA,2285,Sabine,"2.620,08",31.560209,-93.559228
LA,2215,Bossier,"2.246,09",32.696202,-93.617977
LA,2231,De Soto,"2.316,97",32.059248,-93.740797
LA,2217,Caddo,"2.426,36",32.577195,-93.882423
MA,2519,Nantucket,"786,464",41.305878,-70.14191
MA,251,Barnstable,"3.381,33",41.798819,-70.211083
MA,257,Dukes,"1.271,58",41.380939,-70.701536
MA,2523,Plymouth,"2.831,51",41.987196,-70.741942
MA,259,Essex,"2.145,74",42.642711,-70.865107
MA,2525,Suffolk,"311,368",42.33196,-71.020173
MA,255,Bristol,"1.790,27",41.748576,-71.087062
MA,2521,Norfolk,"1.150,85",42.169703,-71.179875
MA,2517,Middlesex,"2.193,88",42.479477,-71.396507
MA,2527,Worcester,"4.090,09",42.311693,-71.940282
MA,2511,Franklin,"1.876,64",42.583791,-72.591655
MA,2513,Hampden,"1.642,70",42.136198,-72.635648
MA,2515,Hampshire,"1.412,09",42.339459,-72.663694
MA,253,Berkshire,"2.451,24",42.375314,-73.213948
MD,2447,Worcester,"1.799,68",38.222133,-75.309932
MD,2445,Wicomico,"1.036,61",38.367389,-75.632206
MD,2411,Caroline,"844,082",38.871531,-75.831631
MD,2439,Somerset,"1.580,81",38.07445,-75.853323
MD,2415,Cecil,"1.082,19",39.562352,-75.941584
MD,2419,Dorchester,"2.545,97",38.429196,-76.047433
MD,2435,Queen Anne's,"1.322,69",39.040693,-76.082405
MD,2429,Kent,"1.070,82",39.239177,-76.1242
MD,2441,Talbot,"1.234,92",38.749427,-76.17913
MD,2425,Harford,"1.364,00",39.537429,-76.299789
MD,249,Calvert,"893,731",38.521358,-76.525864
MD,2437,St. Mary's,"1.979,40",38.222666,-76.534271
MD,243,Anne Arundel,"1.522,40",38.993374,-76.560511
MD,24510,Baltimore,"238,412",39.300214,-76.610516
MD,245,Baltimore,"1.765,74",39.443167,-76.616569
MD,2433,Prince George's,"1.291,98",38.82588,-76.847272
MD,2427,Howard,"656,288",39.252264,-76.924406
MD,2417,Charles,"1.665,28",38.472853,-77.015427
MD,2413,Carroll,"1.172,46",39.563189,-77.015512
MD,2431,Montgomery,"1.312,99",39.137382,-77.203063
MD,2421,Frederick,"1.728,50",39.470427,-77.397627
MD,2443,Washington,"1.210,41",39.603621,-77.814671
MD,241,Allegany,"1.113,52",39.612309,-78.703108
MD,2423,Garrett,"1.698,35",39.529871,-79.269416
ME,2329,Washington,"8.437,28",44.967009,-67.609354
ME,239,Hancock,"6.073,36",44.564906,-68.370703
ME,233,Aroostook,"17.683,32",46.727057,-68.64941
ME,2319,Penobscot,"9.212,80",45.390602,-68.657487
ME,2313,Knox,"2.962,81",44.042045,-69.038515
ME,2321,Piscataquis,"11.338,88",45.917678,-69.104548
ME,2327,Waldo,"2.208,63",44.505361,-69.139678
ME,2315,Lincoln,"1.811,96",43.994265,-69.514029
ME,2311,Kennebec,"2.463,53",44.417012,-69.765764
ME,2323,Sagadahoc,"958,399",43.916694,-69.843994
ME,2325,Somerset,"10.602,20",45.507482,-69.97604
ME,231,Androscoggin,"1.287,54",44.167681,-70.207435
ME,235,Cumberland,"3.153,21",43.808348,-70.330375
ME,237,Franklin,"4.515,59",44.973012,-70.444727
ME,2331,York,"3.288,54",43.427239,-70.670402
ME,2317,Oxford,"5.635,08",44.494585,-70.734688
MI,26151,Sanilac,"4.117,93",43.449155,-82.642815
MI,26147,St. Clair,"2.166,54",42.928804,-82.668914
MI,261,Alcona,"4.637,59",44.682535,-82.83408
MI,2669,Iosco,"4.895,23",44.329482,-82.849447
MI,2663,Huron,"5.534,29",43.907616,-82.857045
MI,2699,Macomb,"1.478,50",42.671467,-82.910869
MI,2687,Lapeer,"1.716,76",43.088633,-83.224325
MI,26163,Wayne,"1.742,23",42.284664,-83.261953
MI,26141,Presque Isle,"6.663,41",45.489515,-83.384019
MI,26125,Oakland,"2.349,88",42.660452,-83.38421
MI,267,Alpena,"4.389,83",44.894954,-83.426574
MI,26157,Tuscola,"2.367,02",43.487902,-83.436618
MI,26115,Monroe,"1.761,24",41.916097,-83.487106
MI,2649,Genesee,"1.682,42",43.021077,-83.706372
MI,2611,Arenac,"1.762,98",44.03687,-83.740675
MI,26161,Washtenaw,"1.871,06",42.252327,-83.844634
MI,2693,Livingston,"1.516,19",42.602532,-83.911718
MI,2617,Bay,"1.633,55",43.699711,-83.978701
MI,26145,Saginaw,"2.113,34",43.328267,-84.05541
MI,2691,Lenawee,"1.972,04",41.895915,-84.066853
MI,26135,Oscoda,"1.480,39",44.685121,-84.124894
MI,26129,Ogemaw,"1.489,12",44.33328,-84.128073
MI,26119,Montmorency,"1.457,26",45.024134,-84.130107
MI,26155,Shiawassee,"1.401,05",42.951545,-84.146352
MI,2665,Ingham,"1.452,24",42.603534,-84.373811
MI,26111,Midland,"1.367,69",43.648378,-84.37922
MI,2651,Gladwin,"1.336,25",43.98975,-84.389816
MI,2675,Jackson,"1.873,85",42.248474,-84.420868
MI,2631,Cheboygan,"2.293,13",45.47612,-84.495271
MI,2633,Chippewa,"6.988,80",46.321819,-84.52063
MI,26137,Otsego,"1.362,82",45.021794,-84.576597
MI,2637,Clinton,"1.488,10",42.950455,-84.591695
MI,2657,Gratiot,"1.480,47",43.292326,-84.60469
MI,2639,Crawford,"1.458,79",44.680208,-84.611132
MI,26143,Roscommon,"1.502,27",44.339517,-84.611272
MI,2659,Hillsdale,"1.572,14",41.864475,-84.642409
MI,2635,Clare,"1.490,12",43.991137,-84.838325
MI,2673,Isabella,"1.496,19",43.645233,-84.839425
MI,2645,Eaton,"1.500,72",42.589614,-84.846524
MI,2647,Emmet,"2.284,36",45.590094,-84.986822
MI,2625,Calhoun,"1.860,53",42.24299,-85.012385
MI,2623,Branch,"1.345,95",41.918585,-85.066523
MI,2667,Ionia,"1.502,31",42.94465,-85.073766
MI,26113,Missaukee,"1.486,21",44.325424,-85.085471
MI,2679,Kalkaska,"1.478,12",44.678881,-85.088992
MI,26117,Montcalm,"1.866,93",43.312782,-85.149468
MI,269,Antrim,"1.558,58",45.005457,-85.175625
MI,2697,Mackinac,"5.440,64",46.167981,-85.303756
MI,2615,Barry,"1.494,53",42.582811,-85.31455
MI,26133,Osceola,"1.484,31",43.997552,-85.322283
MI,26107,Mecosta,"1.479,39",43.635295,-85.332751
MI,2629,Charlevoix,"3.601,29",45.513164,-85.450392
MI,26149,St. Joseph,"1.349,47",41.911488,-85.52287
MI,2677,Kalamazoo,"1.502,96",42.246266,-85.532854
MI,2681,Kent,"2.258,32",43.032497,-85.547446
MI,2655,Grand Traverse,"1.557,40",44.718688,-85.553848
MI,26165,Wexford,"1.490,45",44.331375,-85.570046
MI,2695,Luce,"4.953,32",46.940602,-85.582368
MI,26123,Newaygo,"2.231,76",43.562709,-85.791423
MI,2685,Lake,"1.487,38",43.995187,-85.8114
MI,2627,Cass,"1.316,54",41.91624,-85.999457
MI,2689,Leelanau,"6.558,35",45.146182,-86.051574
MI,26153,Schoolcraft,"4.879,49",46.020758,-86.199352
MI,26159,Van Buren,"2.822,82",42.283986,-86.305697
MI,2619,Benzie,"2.226,27",44.648621,-86.494317
MI,263,Alger,"13.073,57",47.080077,-86.564108
MI,26101,Manistee,"3.316,65",44.350385,-86.602967
MI,265,Allegan,"4.748,20",42.595788,-86.634745
MI,26139,Ottawa,"4.225,33",42.942346,-86.655342
MI,2621,Berrien,"4.095,99",41.792639,-86.741822
MI,26105,Mason,"3.217,91",43.996636,-86.750814
MI,26121,Muskegon,"3.781,45",43.289258,-86.751892
MI,26127,Oceana,"3.382,39",43.647255,-86.807575
MI,2641,Delta,"5.157,51",45.805101,-86.901373
MI,26109,Menominee,"3.465,95",45.544174,-87.509892
MI,26103,Marquette,"8.869,52",46.656597,-87.584028
MI,2643,Dickinson,"2.012,55",46.012823,-87.866119
MI,2683,Keweenaw,"15.452,36",47.681981,-88.148802
MI,2613,Baraga,"2.768,10",46.696068,-88.356022
MI,2671,Iron,"3.137,02",46.170249,-88.540409
MI,2661,Houghton,"3.888,87",46.998305,-88.652066
MI,26131,Ontonagon,"9.688,68",47.216604,-89.500461
MI,2653,Gogebic,"3.823,71",46.488054,-89.788314
MN,2731,Cook,"8.649,39",47.538571,-90.29019
MN,2775,Lake,"7.745,70",47.517111,-91.411704
MN,2755,Houston,"1.473,28",43.66699,-91.501556
MN,27169,Winona,"1.661,69",43.982268,-91.776708
MN,2745,Fillmore,"2.232,80",43.67727,-92.093681
MN,27157,Wabasha,"1.423,50",44.289693,-92.233341
MN,27109,Olmsted,"1.695,92",44.00343,-92.406722
MN,27137,St. Louis,"17.766,03",47.583852,-92.463645
MN,2717,Carlton,"2.266,97",46.603818,-92.671044
MN,2749,Goodhue,"2.021,23",44.406178,-92.716
MN,2799,Mower,"1.842,95",43.666249,-92.759514
MN,27115,Pine,"3.715,49",46.10094,-92.763094
MN,2739,Dodge,"1.138,52",44.020706,-92.869353
MN,27163,Washington,"1.094,90",45.037929,-92.890117
MN,2725,Chisago,"1.145,83",45.505444,-92.903849
MN,2737,Dakota,"1.519,98",44.670893,-93.062481
MN,27123,Ramsey,"440,5",45.01525,-93.100141
MN,27147,Steele,"1.119,75",44.015261,-93.220453
MN,273,Anoka,"1.155,42",45.27411,-93.242723
MN,2759,Isanti,"1.169,79",45.562431,-93.296339
MN,2765,Kanabec,"1.382,23",45.94776,-93.297788
MN,27131,Rice,"1.336,27",44.350943,-93.298503
MN,2747,Freeborn,"1.871,06",43.674202,-93.350289
MN,271,Aitkin,"5.167,78",46.602446,-93.41976
MN,2753,Hennepin,"1.570,95",45.006064,-93.475185
MN,27139,Scott,"954,107",44.651932,-93.534553
MN,27161,Waseca,"1.121,40",44.01846,-93.589844
MN,2761,Itasca,"7.583,39",47.490843,-93.613128
MN,2795,Mille Lacs,"1.765,29",45.929043,-93.632996
MN,2779,Le Sueur,"1.227,16",44.373397,-93.73018
MN,27141,Sherburne,"1.168,20",45.443171,-93.775092
MN,2771,Koochiching,"8.168,88",48.24549,-93.782842
MN,2719,Carver,"974,127",44.821381,-93.800575
MN,2743,Faribault,"1.869,72",43.676522,-93.947234
MN,27171,Wright,"1.849,95",45.175091,-93.966397
MN,279,Benton,"1.069,82",45.701227,-94.00144
MN,2713,Blue Earth,"1.982,88",44.038225,-94.064071
MN,2735,Crow Wing,"2.995,39",46.491114,-94.071213
MN,27143,Sibley,"1.555,34",44.575734,-94.230123
MN,27103,Nicollet,"1.208,86",44.35882,-94.245685
MN,2797,Morrison,"2.987,26",46.020484,-94.266619
MN,2785,McLeod,"1.309,31",44.821644,-94.27232
MN,2721,Cass,"6.252,51",46.951427,-94.333773
MN,2793,Meeker,"1.669,96",45.123156,-94.527346
MN,2791,Martin,"1.889,59",43.677118,-94.537198
MN,27145,Stearns,"3.599,96",45.555235,-94.610482
MN,27165,Watonwan,"1.138,90",43.978366,-94.614128
MN,2715,Brown,"1.601,82",44.246542,-94.733647
MN,27153,Todd,"2.536,89",46.066569,-94.900576
MN,2777,Lake of the Woods,"4.596,36",48.7681,-94.904634
MN,2757,Hubbard,"2.588,85",47.095551,-94.91329
MN,27129,Renville,"2.556,57",44.723697,-94.955617
MN,277,Beltrami,"7.914,37",47.878825,-94.986698
MN,27159,Wadena,"1.406,97",46.586784,-94.988331
MN,2767,Kandiyohi,"2.233,48",45.152714,-95.004981
MN,2763,Jackson,"1.862,81",43.673025,-95.149704
MN,2733,Cottonwood,"1.679,77",44.010711,-95.18313
MN,27127,Redwood,"2.283,72",44.403536,-95.254242
MN,2729,Clearwater,"2.667,00",47.575873,-95.371117
MN,27121,Pope,"1.857,29",45.589623,-95.446705
MN,2741,Douglas,"1.864,80",45.936429,-95.46061
MN,2723,Chippewa,"1.522,33",45.028625,-95.564108
MN,27151,Swift,"1.948,16",45.27545,-95.690398
MN,27111,Otter Tail,"5.761,53",46.405725,-95.714578
MN,275,Becker,"3.743,01",46.937629,-95.741757
MN,27101,Murray,"1.863,50",44.015594,-95.761581
MN,27105,Nobles,"1.871,42",43.677686,-95.763132
MN,2787,Mahnomen,"1.509,73",47.325842,-95.810703
MN,27135,Roseau,"4.346,36",48.761066,-95.82153
MN,2783,Lyon,"1.869,11",44.409195,-95.847268
MN,27173,Yellow Medicine,"1.976,75",44.715736,-95.862756
MN,27149,Stevens,"1.490,07",45.593461,-95.992315
MN,2751,Grant,"1.490,49",45.930743,-96.010699
MN,27113,Pennington,"1.601,26",48.069247,-96.037725
MN,27125,Red Lake,"1.120,16",47.865487,-96.08718
MN,2773,Lac qui Parle,"2.015,04",44.999855,-96.176836
MN,27117,Pipestone,"1.206,84",44.015361,-96.257015
MN,27133,Rock,"1.250,25",43.669587,-96.263238
MN,2781,Lincoln,"1.420,43",44.408238,-96.272032
MN,2789,Marshall,"4.695,41",48.362728,-96.357761
MN,27119,Polk,"5.174,24",47.774254,-96.400027
MN,2711,Big Stone,"1.367,82",45.419925,-96.402226
MN,27107,Norman,"2.270,72",47.32947,-96.463807
MN,27155,Traverse,"1.517,35",45.76984,-96.475049
MN,27167,Wilkin,"1.945,52",46.362335,-96.476657
MN,2727,Clay,"2.726,35",46.898377,-96.494901
MN,2769,Kittson,"2.858,32",48.77604,-96.780349
MO,29133,Mississippi,"1.110,49",36.826264,-89.295929
MO,29201,Scott,"1.102,97",37.047793,-89.568098
MO,29143,New Madrid,"1.804,12",36.594261,-89.655949
MO,2931,Cape Girardeau,"1.518,57",37.383882,-89.684908
MO,29155,Pemiscot,"1.329,79",36.209916,-89.785942
MO,29157,Perry,"1.253,97",37.71113,-89.802125
MO,29207,Stoddard,"2.147,16",36.855428,-89.941735
MO,2917,Bollinger,"1.608,90",37.318349,-90.024601
MO,2969,Dunklin,"1.417,20",36.153025,-90.062254
MO,29186,Ste. Genevieve,"1.312,54",37.89018,-90.18117
MO,29510,St. Louis,"171,026",38.635699,-90.244582
MO,29123,Madison,"1.288,78",37.473235,-90.345453
MO,2923,Butler,"1.810,38",36.71518,-90.40313
MO,29189,St. Louis,"1.354,61",38.640702,-90.445954
MO,29223,Wayne,"2.004,82",37.113825,-90.460868
MO,29187,St. Francois,"1.177,60",37.810707,-90.473868
MO,2999,Jefferson,"1.720,49",38.257414,-90.543138
MO,29183,St. Charles,"1.534,85",38.781102,-90.674915
MO,2993,Iron,"1.429,84",37.62596,-90.699627
MO,29181,Ripley,"1.635,94",36.648902,-90.86706
MO,29221,Washington,"1.974,84",37.942315,-90.897056
MO,2935,Carter,"1.318,36",36.944783,-90.945626
MO,29113,Lincoln,"1.658,79",39.058568,-90.957771
MO,29179,Reynolds,"2.109,32",37.360857,-90.969516
MO,2971,Franklin,"2.410,46",38.408313,-91.07341
MO,29219,Warren,"1.133,82",38.761902,-91.159307
MO,29163,Pike,"1.773,41",39.344178,-91.171042
MO,2955,Crawford,"1.926,31",37.966561,-91.313933
MO,29203,Shannon,"2.600,35",37.15198,-91.398364
MO,29149,Oregon,"2.050,09",36.684867,-91.402902
MO,29139,Montgomery,"1.403,79",38.935162,-91.465437
MO,2965,Dent,"1.954,16",37.60325,-91.495916
MO,2973,Gasconade,"1.358,30",38.441183,-91.50578
MO,29173,Ralls,"1.253,12",39.553455,-91.524787
MO,29127,Marion,"1.150,74",39.807538,-91.635379
MO,29111,Lewis,"1.322,95",40.084559,-91.728803
MO,2945,Clark,"1.325,62",40.407275,-91.729472
MO,29161,Phelps,"1.746,49",37.866326,-91.790349
MO,297,Audrain,"1.804,76",39.21448,-91.843415
MO,29151,Osage,"1.581,06",38.464254,-91.859504
MO,2991,Howell,"2.404,48",36.774369,-91.887368
MO,29125,Maries,"1.372,51",38.162615,-91.923601
MO,2927,Callaway,"2.194,65",38.835966,-91.924089
MO,29215,Texas,"3.054,18",37.314257,-91.964478
MO,29137,Monroe,"1.735,72",39.49827,-92.006458
MO,29205,Shelby,"1.301,00",39.797531,-92.088719
MO,29199,Scotland,"1.137,77",40.447686,-92.142824
MO,29103,Knox,"1.312,68",40.136776,-92.146809
MO,29169,Pulaski,"1.428,33",37.824835,-92.207022
MO,2951,Cole,"1.040,98",38.506847,-92.271404
MO,2919,Boone,"1.789,63",38.989657,-92.310779
MO,29131,Miller,"1.553,97",38.21672,-92.429871
MO,29153,Ozark,"1.956,04",36.649643,-92.45858
MO,29229,Wright,"1.769,31",37.267636,-92.48001
MO,29175,Randolph,"1.263,46",39.441601,-92.492725
MO,2967,Douglas,"2.109,80",36.946517,-92.515892
MO,29197,Schuyler,"798,128",40.469361,-92.519016
MO,29121,Macon,"2.104,03",39.829795,-92.56434
MO,29135,Moniteau,"1.084,87",38.633037,-92.583642
MO,29105,Laclede,"1.989,14",37.65969,-92.594832
MO,291,Adair,"1.474,83",40.190666,-92.603592
MO,2989,Howard,"1.221,26",39.143365,-92.695926
MO,2929,Camden,"1.835,38",38.031995,-92.765138
MO,2953,Cooper,"1.474,17",38.845386,-92.812323
MO,29141,Morgan,"1.590,31",38.420807,-92.874835
MO,29225,Webster,"1.537,84",37.280804,-92.87608
